epoch,step,train_loss,val_loss
0,881,1.862419605255127,1.3734124898910522
1,1763,1.3654414415359497,1.1412827968597412
2,2645,1.2140932083129883,1.0363659858703613
3,3527,1.1124850511550903,0.9242303371429443
4,4409,1.0231598615646362,0.8490631580352783
5,5291,0.9437628984451294,0.7965136766433716
6,6173,0.8821643590927124,0.7533441781997681
7,7055,0.8347557783126831,0.7275199890136719
8,7937,0.7943459749221802,0.690735936164856
9,8819,0.7620706558227539,0.6725296974182129
10,9701,0.7367321252822876,0.6600274443626404
11,10583,0.7139034867286682,0.6538472175598145
12,11465,0.6950662136077881,0.6376746892929077
13,12347,0.6776697635650635,0.6177810430526733
14,13229,0.6627971529960632,0.6051588654518127
15,14111,0.6490981578826904,0.5905596613883972
16,14993,0.6360610723495483,0.5903269052505493
17,15875,0.6246066689491272,0.5798095464706421
18,16757,0.6161534190177917,0.5691989660263062
19,17639,0.6054137349128723,0.5665417909622192
