epoch,step,train_loss,val_loss
0,440,1.5759302377700806,1.136428952217102
1,881,1.1251574754714966,0.8262925744056702
2,1322,0.8957055807113647,0.6675904989242554
3,1763,0.75042724609375,0.5965211987495422
4,2204,0.6819204688072205,0.5141910910606384
5,2645,0.637737512588501,0.501777172088623
6,3086,0.6067564487457275,0.48785600066185
7,3527,0.5844376087188721,0.47102826833724976
8,3968,0.5658107399940491,0.44448328018188477
9,4409,0.5508596301078796,0.43329063057899475
10,4850,0.539526641368866,0.418878972530365
11,5291,0.5278400182723999,0.41005340218544006
12,5732,0.5190447568893433,0.4016665518283844
13,6173,0.5107102394104004,0.3894863724708557
