epoch,step,train_loss,val_loss
0,440,1.772382378578186,1.257632851600647
1,881,1.2479444742202759,1.0556838512420654
2,1322,1.101048469543457,0.9214898943901062
3,1763,1.003300428390503,0.821808397769928
4,2204,0.9261706471443176,0.7619589567184448
5,2645,0.8642655611038208,0.6821327209472656
6,3086,0.8123120665550232,0.6487495303153992
7,3527,0.7706424593925476,0.6112509965896606
8,3968,0.7346323132514954,0.587790310382843
9,4409,0.7050305008888245,0.5593788027763367
10,4850,0.6793937087059021,0.5471124649047852
11,5291,0.6560741662979126,0.5193565487861633
12,5732,0.6365303993225098,0.5028589367866516
13,6173,0.6183509230613708,0.4941055476665497
14,6614,0.602863073348999,0.4823484718799591
15,7055,0.5885981321334839,0.46782538294792175
16,7496,0.5751891732215881,0.4651051163673401
17,7937,0.5642353296279907,0.4545581340789795
18,8378,0.5533983111381531,0.4402429759502411
19,8819,0.5425912141799927,0.4375929832458496
20,9260,0.5322393178939819,0.42503949999809265
