epoch,step,train_loss,val_loss
0,881,1.8005393743515015,1.2302454710006714
1,1763,1.1787123680114746,1.0353519916534424
2,2645,1.0209016799926758,0.8730365037918091
3,3527,0.8966294527053833,0.7347740530967712
4,4409,0.7695077061653137,0.6364122033119202
5,5291,0.6937741637229919,0.6203367710113525
6,6173,0.6607931852340698,0.6024198532104492
7,7055,0.6419160962104797,0.6036702394485474
8,7937,0.6270927786827087,0.5942114591598511
9,8819,0.6167267560958862,0.5650814771652222
10,9701,0.6088140606880188,0.5814194679260254
