epoch,step,train_loss,val_loss
0,881,1.4513763189315796,1.0115783214569092
1,1763,0.9860564470291138,0.8316892385482788
2,2645,0.8111922740936279,0.6886907815933228
3,3527,0.6900593042373657,0.5931882262229919
4,4409,0.6084344387054443,0.5128430128097534
5,5291,0.551602303981781,0.5023595094680786
6,6173,0.5116795897483826,0.4600648880004883
7,7055,0.4813334345817566,0.41876596212387085
8,7937,0.4546830356121063,0.4323633015155792
9,8819,0.434145987033844,0.3834017217159271
10,9701,0.41683533787727356,0.38234153389930725
11,10583,0.40190058946609497,0.39170119166374207
12,11465,0.38926729559898376,0.3659406006336212
13,12347,0.37720987200737,0.3546069860458374
14,13229,0.36813217401504517,0.34376922249794006
15,14111,0.3587724268436432,0.337934672832489
