epoch,step,train_loss,val_loss
0,440,2.1049556732177734,1.539891004562378
1,881,1.519582986831665,1.3001857995986938
2,1322,1.3581260442733765,1.1853209733963013
3,1763,1.2523092031478882,1.085502028465271
4,2204,1.1700940132141113,1.0191816091537476
5,2645,1.1081756353378296,0.9629380702972412
6,3086,1.0581471920013428,0.9103764891624451
7,3527,1.0148725509643555,0.8651077747344971
8,3968,0.972486674785614,0.8235755562782288
9,4409,0.9312120079994202,0.785173773765564
10,4850,0.8913823366165161,0.7416984438896179
11,5291,0.8521615266799927,0.7093514800071716
12,5732,0.8166438937187195,0.6864780783653259
13,6173,0.7843541502952576,0.6617366075515747
14,6614,0.7566848397254944,0.6391671299934387
15,7055,0.7316614389419556,0.6233667731285095
16,7496,0.7092786431312561,0.6078141927719116
17,7937,0.689428448677063,0.595604658126831
18,8378,0.6722331643104553,0.5793969035148621
19,8819,0.6540727019309998,0.5639134049415588
20,9260,0.6383454203605652,0.5570716261863708
21,9701,0.6248596906661987,0.5410861372947693
22,10142,0.6116976737976074,0.5405837893486023
23,10583,0.5999382734298706,0.5301262736320496
24,11024,0.5882769823074341,0.5183302164077759
25,11465,0.577592134475708,0.514160692691803
26,11906,0.5681978464126587,0.4981222450733185
