epoch,step,train_loss,val_loss
0,881,2.0636861324310303,1.3360399007797241
1,1763,1.2485899925231934,0.9330570101737976
2,2645,0.9962061643600464,0.7556044459342957
3,3527,0.863749086856842,0.6483048796653748
4,4409,0.778046727180481,0.590515673160553
5,5291,0.71529620885849,0.5493089556694031
6,6173,0.6689608097076416,0.5093246102333069
7,7055,0.6292473077774048,0.4774877429008484
8,7937,0.5984373688697815,0.44997259974479675
9,8819,0.5714569091796875,0.429056853055954
10,9701,0.550086259841919,0.41578617691993713
11,10583,0.5288469791412354,0.40107524394989014
12,11465,0.5117549300193787,0.3922275900840759
13,12347,0.49687066674232483,0.3794834017753601
14,13229,0.48243024945259094,0.37012970447540283
15,14111,0.4694969058036804,0.36038291454315186
16,14993,0.45849257707595825,0.35879647731781006
17,15875,0.44731080532073975,0.3490656912326813
18,16757,0.4394189715385437,0.33915162086486816
