epoch,step,train_loss,val_loss
0,881,1.627543330192566,1.1340311765670776
1,1763,1.1203391551971436,0.9091066718101501
2,2645,0.9601320028305054,0.7905780673027039
3,3527,0.8578141331672668,0.7092884182929993
4,4409,0.7850044369697571,0.6637828946113586
5,5291,0.7301375865936279,0.6131797432899475
6,6173,0.6888670325279236,0.5871292352676392
7,7055,0.6573615074157715,0.5518863201141357
8,7937,0.6291360259056091,0.5309332609176636
9,8819,0.6071575284004211,0.5213006138801575
10,9701,0.587518036365509,0.5009129047393799
11,10583,0.5694829225540161,0.4953794479370117
12,11465,0.5551252365112305,0.4853464663028717
13,12347,0.5414106249809265,0.46372976899147034
14,13229,0.530195415019989,0.4509604573249817
15,14111,0.5188674926757812,0.44300028681755066
16,14993,0.5088428854942322,0.4441486895084381
17,15875,0.49996617436408997,0.4245303273200989
