epoch,step,train_loss,val_loss
0,440,1.7268720865249634,1.1302297115325928
1,881,1.1604112386703491,0.9009043574333191
2,1322,0.958037257194519,0.7384974360466003
3,1763,0.8139079809188843,0.61885666847229
4,2204,0.7249398827552795,0.5650681257247925
5,2645,0.6659518480300903,0.5294955968856812
6,3086,0.626215934753418,0.5087783336639404
7,3527,0.5987319350242615,0.47131186723709106
8,3968,0.5756449103355408,0.4485599398612976
9,4409,0.5582426190376282,0.44405314326286316
10,4850,0.5437756180763245,0.4313686192035675
11,5291,0.5306362509727478,0.42281484603881836
12,5732,0.5205960273742676,0.4108309745788574
13,6173,0.5111439228057861,0.4018860459327698
14,6614,0.5031325817108154,0.3960597813129425
