epoch,step,train_loss,val_loss
0,440,1.7559895515441895,1.237346887588501
1,881,1.2187418937683105,1.0043504238128662
2,1322,1.0649044513702393,0.8993849158287048
3,1763,0.974958598613739,0.8120093941688538
4,2204,0.9055321216583252,0.7379809617996216
5,2645,0.8450064063072205,0.6684682965278625
6,3086,0.7889472246170044,0.6139622330665588
7,3527,0.740946352481842,0.583173394203186
8,3968,0.6979812979698181,0.5540967583656311
9,4409,0.6624031662940979,0.5264378786087036
10,4850,0.6321427822113037,0.5103999376296997
11,5291,0.6028558611869812,0.49869850277900696
12,5732,0.5790284276008606,0.47811198234558105
13,6173,0.5565111041069031,0.4694666862487793
14,6614,0.5375578999519348,0.4547407031059265
15,7055,0.5204159021377563,0.4427703619003296
16,7496,0.5038374066352844,0.4258345663547516
17,7937,0.49004611372947693,0.4067927598953247
18,8378,0.47778528928756714,0.39651361107826233
19,8819,0.4653482437133789,0.3907010853290558
20,9260,0.45328909158706665,0.3797977864742279
21,9701,0.44406798481941223,0.36722904443740845
22,10142,0.43493977189064026,0.3641586899757385
