epoch,step,train_loss,val_loss
0,440,2.7505087852478027,1.7966647148132324
1,881,1.7173763513565063,1.4333387613296509
2,1322,1.4616339206695557,1.232004165649414
3,1763,1.2985213994979858,1.106871485710144
4,2204,1.192575216293335,1.0128974914550781
5,2645,1.1173609495162964,0.9513730406761169
6,3086,1.0633033514022827,0.900823712348938
7,3527,1.019081711769104,0.8630750775337219
8,3968,0.982226550579071,0.8281931281089783
9,4409,0.9525511860847473,0.8067943453788757
10,4850,0.9273571968078613,0.7839434742927551
11,5291,0.9039294123649597,0.764729380607605
12,5732,0.8849358558654785,0.7525299191474915
13,6173,0.8667639493942261,0.731981635093689
14,6614,0.8512980937957764,0.7207890152931213
15,7055,0.8354036808013916,0.7108182907104492
16,7496,0.8241864442825317,0.7009909152984619
17,7937,0.8106873631477356,0.6913927793502808
18,8378,0.8017524480819702,0.6840912699699402
19,8819,0.7901269793510437,0.6737211346626282
