epoch,step,train_loss,val_loss
0,881,1.8868904113769531,1.299910068511963
1,1763,1.3168861865997314,1.0601797103881836
2,2645,1.1561847925186157,0.9447889924049377
3,3527,1.056958556175232,0.8542737364768982
4,4409,0.9825903177261353,0.7931787967681885
5,5291,0.923690676689148,0.7439072728157043
6,6173,0.8764994740486145,0.7032665014266968
7,7055,0.8394302725791931,0.6908164620399475
8,7937,0.8062479496002197,0.6536882519721985
9,8819,0.7794670462608337,0.6333557963371277
10,9701,0.7554001808166504,0.6046534180641174
11,10583,0.733697235584259,0.5967452526092529
12,11465,0.7158993482589722,0.5784152150154114
13,12347,0.698613166809082,0.5623350739479065
14,13229,0.684258759021759,0.5516414046287537
15,14111,0.6701709628105164,0.5412034392356873
16,14993,0.6582645177841187,0.5341379046440125
17,15875,0.646497368812561,0.5218663215637207
18,16757,0.6371734142303467,0.5089656710624695
19,17639,0.6266381144523621,0.5076104998588562
