epoch,step,train_loss,val_loss
0,881,1.6785063743591309,1.155945062637329
1,1763,1.1766142845153809,0.9588682651519775
2,2645,1.0359395742416382,0.8511936068534851
3,3527,0.9397518038749695,0.7585731148719788
4,4409,0.8594904541969299,0.6927019357681274
5,5291,0.7957860827445984,0.6477221250534058
6,6173,0.7461286187171936,0.6103744506835938
7,7055,0.7068375945091248,0.5831190347671509
8,7937,0.6726013422012329,0.5591835975646973
9,8819,0.6463589668273926,0.545416533946991
10,9701,0.6237061023712158,0.5268441438674927
11,10583,0.6033693552017212,0.5086575150489807
12,11465,0.5862635970115662,0.4799649715423584
13,12347,0.5706577301025391,0.4830683469772339
14,13229,0.5578494071960449,0.4787459671497345
15,14111,0.54535311460495,0.4600525498390198
16,14993,0.533881664276123,0.45351386070251465
17,15875,0.5234379172325134,0.44071492552757263
18,16757,0.5153372287750244,0.42162227630615234
