epoch,step,train_loss,val_loss
0,440,1.9585249423980713,1.4348665475845337
1,881,1.4285154342651367,1.2174487113952637
2,1322,1.2763246297836304,1.115753412246704
3,1763,1.1886415481567383,1.038068175315857
4,2204,1.1271297931671143,0.976970374584198
5,2645,1.0741467475891113,0.9294512867927551
6,3086,1.0289682149887085,0.8772099614143372
7,3527,0.9886992573738098,0.833736777305603
8,3968,0.9467881321907043,0.7893595099449158
9,4409,0.902954638004303,0.7389834523200989
10,4850,0.8605706691741943,0.701091468334198
11,5291,0.8179420828819275,0.670905590057373
12,5732,0.7822216153144836,0.6444307565689087
13,6173,0.7494070529937744,0.6199958920478821
14,6614,0.7194504737854004,0.6022285223007202
15,7055,0.6940935850143433,0.5802883505821228
16,7496,0.6708561182022095,0.5687989592552185
17,7937,0.6510723829269409,0.5584635734558105
18,8378,0.6340603828430176,0.541512131690979
19,8819,0.6170542240142822,0.524662435054779
20,9260,0.6009424924850464,0.5177941918373108
21,9701,0.5886079668998718,0.5015319585800171
22,10142,0.5757514238357544,0.4868859350681305
23,10583,0.5647878646850586,0.4784338176250458
24,11024,0.552913248538971,0.4681679308414459
25,11465,0.5432775020599365,0.4668164849281311
