epoch,step,train_loss,val_loss
0,881,1.5399309396743774,1.0727465152740479
1,1763,1.1015654802322388,0.8893730044364929
2,2645,0.9733473062515259,0.7877068519592285
3,3527,0.8865373134613037,0.683276891708374
4,4409,0.8103075623512268,0.6105842590332031
5,5291,0.7476480603218079,0.567107081413269
6,6173,0.6999847292900085,0.5282993912696838
7,7055,0.6614537239074707,0.49126386642456055
8,7937,0.6267915964126587,0.4694656431674957
9,8819,0.5970969200134277,0.44156599044799805
10,9701,0.5727702975273132,0.42802420258522034
11,10583,0.5486855506896973,0.40274864435195923
12,11465,0.5298543572425842,0.38460126519203186
13,12347,0.512302815914154,0.3744256794452667
14,13229,0.49705350399017334,0.3638782501220703
15,14111,0.4833483397960663,0.3513936400413513
16,14993,0.46993231773376465,0.339181512594223
17,15875,0.4588066637516022,0.32404714822769165
18,16757,0.4496381878852844,0.32275405526161194
19,17639,0.4393778145313263,0.3065210282802582
