epoch,step,train_loss,val_loss
0,881,1.3669073581695557,0.8909759521484375
1,1763,0.9192073941230774,0.6997250914573669
2,2645,0.7946024537086487,0.6387531757354736
3,3527,0.7404845952987671,0.6174647808074951
4,4409,0.7093510627746582,0.6231909394264221
5,5291,0.6835876107215881,0.6132293343544006
6,6173,0.6656771302223206,0.6694297790527344
7,7055,0.6515613794326782,0.5856011509895325
8,7937,0.6386014223098755,0.5973470211029053
9,8819,0.6284601092338562,0.6117842793464661
10,9701,0.620902419090271,0.6101372838020325
11,10583,0.6121174097061157,0.5975488424301147
