epoch,step,train_loss,val_loss
0,440,1.5308235883712769,1.0848876237869263
1,881,1.0622472763061523,0.8747320175170898
2,1322,0.912619948387146,0.7379148006439209
3,1763,0.7991816997528076,0.6357796788215637
4,2204,0.7072696089744568,0.554634690284729
5,2645,0.6394751667976379,0.5064591765403748
6,3086,0.5885010957717896,0.47522225975990295
7,3527,0.5496550798416138,0.44564127922058105
8,3968,0.5169379115104675,0.42020365595817566
9,4409,0.49068740010261536,0.39537397027015686
10,4850,0.4698385000228882,0.3779279291629791
11,5291,0.44863829016685486,0.35507842898368835
12,5732,0.4311595857143402,0.3384786546230316
13,6173,0.4152393937110901,0.32266944646835327
14,6614,0.4018440544605255,0.31294143199920654
15,7055,0.3891749680042267,0.3081696629524231
16,7496,0.3769930601119995,0.2989116609096527
17,7937,0.3663301467895508,0.28305456042289734
18,8378,0.35809409618377686,0.2758278250694275
