epoch,step,train_loss,val_loss
0,440,1.5851848125457764,1.1057734489440918
1,881,1.123476505279541,0.8868236541748047
2,1322,0.9283244013786316,0.734426736831665
3,1763,0.7784931063652039,0.5892625451087952
4,2204,0.6787381172180176,0.4996148943901062
5,2645,0.6152389049530029,0.47386541962623596
6,3086,0.5719959735870361,0.43006476759910583
7,3527,0.5426456332206726,0.4206489324569702
8,3968,0.5189863443374634,0.40914779901504517
9,4409,0.5016767382621765,0.40158721804618835
10,4850,0.48685553669929504,0.3786715567111969
11,5291,0.47347164154052734,0.3692573606967926
12,5732,0.4628708064556122,0.35472819209098816
13,6173,0.4529513120651245,0.3536009192466736
14,6614,0.4451311528682709,0.3386095464229584
