epoch,step,train_loss,val_loss
0,881,2.0733556747436523,1.3667328357696533
1,1763,1.270700216293335,0.9990283846855164
2,2645,0.9778528809547424,0.7277026176452637
3,3527,0.7971084117889404,0.6068384051322937
4,4409,0.6873661279678345,0.5329537987709045
5,5291,0.6077664494514465,0.4790659546852112
6,6173,0.5472707748413086,0.4336099624633789
7,7055,0.498619943857193,0.40177497267723083
8,7937,0.460397869348526,0.3731570541858673
9,8819,0.4274390935897827,0.3527275621891022
10,9701,0.4032442569732666,0.3372647762298584
11,10583,0.38044625520706177,0.3268272876739502
12,11465,0.36251744627952576,0.3151277005672455
13,12347,0.3466954231262207,0.3068164587020874
14,13229,0.3329675793647766,0.2983607053756714
15,14111,0.319671094417572,0.2906322479248047
16,14993,0.3088991343975067,0.2886781692504883
17,15875,0.298650860786438,0.27714332938194275
