epoch,step,train_loss,val_loss
0,881,1.6923226118087769,1.2501046657562256
1,1763,1.2398309707641602,1.0589743852615356
2,2645,1.1017061471939087,0.9425177574157715
3,3527,1.0139199495315552,0.8636309504508972
4,4409,0.9425891637802124,0.7676638960838318
5,5291,0.8701717257499695,0.6937918066978455
6,6173,0.7996365427970886,0.6327911615371704
7,7055,0.7362024784088135,0.5908023118972778
8,7937,0.6835447549819946,0.555072009563446
9,8819,0.6414365768432617,0.5183457136154175
10,9701,0.6050278544425964,0.5018966197967529
11,10583,0.5720918774604797,0.47169673442840576
12,11465,0.5459858179092407,0.45603668689727783
13,12347,0.5233616828918457,0.4344821274280548
14,13229,0.5035241842269897,0.41174978017807007
15,14111,0.4872370958328247,0.39726459980010986
16,14993,0.47052016854286194,0.39068174362182617
17,15875,0.45714280009269714,0.3714408874511719
18,16757,0.4446268677711487,0.3671911954879761
19,17639,0.43292853236198425,0.3556548058986664
20,18521,0.4210597276687622,0.3420196771621704
21,19403,0.4119284749031067,0.33987629413604736
