epoch,step,train_loss,val_loss
0,440,1.7646636962890625,1.2301688194274902
1,881,1.2090240716934204,0.9806599020957947
2,1322,1.051137089729309,0.8744779229164124
3,1763,0.9602100253105164,0.8040621876716614
4,2204,0.8943871855735779,0.7445871829986572
5,2645,0.839972734451294,0.6851441860198975
6,3086,0.791541576385498,0.6392630934715271
7,3527,0.7471226453781128,0.596522331237793
8,3968,0.7034404873847961,0.5449842810630798
9,4409,0.6637784242630005,0.529053270816803
10,4850,0.6295957565307617,0.4963321089744568
11,5291,0.597171425819397,0.47551456093788147
12,5732,0.5697473883628845,0.44701987504959106
13,6173,0.5434114933013916,0.4343879520893097
14,6614,0.5201027989387512,0.41606372594833374
15,7055,0.49882644414901733,0.3881874084472656
16,7496,0.4787505269050598,0.37972143292427063
17,7937,0.46151456236839294,0.36381369829177856
18,8378,0.4472620189189911,0.3474646806716919
19,8819,0.4322621822357178,0.33502331376075745
20,9260,0.4185984134674072,0.32398268580436707
21,9701,0.40691542625427246,0.3126911222934723
22,10142,0.39603951573371887,0.29828929901123047
23,10583,0.3857556879520416,0.2917502224445343
24,11024,0.3748343288898468,0.2812308669090271
25,11465,0.3656482696533203,0.2731020152568817
