epoch,step,train_loss,val_loss
0,881,2.035743474960327,1.3192558288574219
1,1763,1.198313593864441,0.9046545028686523
2,2645,0.9285461902618408,0.7094048261642456
3,3527,0.7838770151138306,0.5973079204559326
4,4409,0.6911965608596802,0.5316576361656189
5,5291,0.6237725019454956,0.4773968458175659
6,6173,0.5731317400932312,0.450514018535614
7,7055,0.5316889882087708,0.40932467579841614
8,7937,0.497831255197525,0.38503798842430115
9,8819,0.469616562128067,0.3704373836517334
10,9701,0.4479685127735138,0.35325887799263
11,10583,0.42608651518821716,0.34445953369140625
12,11465,0.40930116176605225,0.3287942111492157
13,12347,0.3944115936756134,0.3181845545768738
14,13229,0.38050931692123413,0.31857267022132874
15,14111,0.3673180937767029,0.30866360664367676
16,14993,0.3560919761657715,0.2996927499771118
17,15875,0.34621185064315796,0.30066531896591187
18,16757,0.3386194407939911,0.2867984175682068
