epoch,step,train_loss,val_loss
0,440,1.7220879793167114,1.3125882148742676
1,881,1.2619352340698242,1.1066195964813232
2,1322,1.1182438135147095,0.9932820796966553
3,1763,1.0247845649719238,0.9071255326271057
4,2204,0.938233494758606,0.8080236911773682
5,2645,0.8472744822502136,0.7212672233581543
6,3086,0.7653567790985107,0.6588341593742371
7,3527,0.7022338509559631,0.616304337978363
8,3968,0.652464747428894,0.5906426310539246
9,4409,0.6145612597465515,0.5571653842926025
10,4850,0.5839856266975403,0.5395873785018921
11,5291,0.5566679835319519,0.5121562480926514
12,5732,0.5340148210525513,0.5014179944992065
13,6173,0.5139390230178833,0.4762619435787201
14,6614,0.49576425552368164,0.4583624303340912
15,7055,0.4805249571800232,0.43587470054626465
16,7496,0.4648665487766266,0.4232797920703888
17,7937,0.45212361216545105,0.4230942726135254
18,8378,0.44087833166122437,0.42449966073036194
19,8819,0.4287664294242859,0.392873078584671
20,9260,0.4174410402774811,0.3971545398235321
21,9701,0.40891480445861816,0.397239625453949
