epoch,step,train_loss,val_loss
0,440,1.7369838953018188,1.2683193683624268
1,881,1.2383064031600952,1.0377391576766968
2,1322,1.0770982503890991,0.8903222680091858
3,1763,0.9715541005134583,0.8131545782089233
4,2204,0.8980942964553833,0.7626722455024719
5,2645,0.8441195487976074,0.7389830350875854
6,3086,0.8052921891212463,0.7260940670967102
7,3527,0.775040864944458,0.697830080986023
8,3968,0.7488797903060913,0.6934487223625183
9,4409,0.7275382280349731,0.6901357769966125
10,4850,0.7099148631095886,0.671028196811676
11,5291,0.6930914521217346,0.6538676023483276
12,5732,0.6790119409561157,0.6408022046089172
13,6173,0.6657350659370422,0.6346089243888855
14,6614,0.6547847390174866,0.6312212347984314
15,7055,0.6442633867263794,0.6140345335006714
16,7496,0.6339447498321533,0.6114422678947449
17,7937,0.6251829862594604,0.604809582233429
