epoch,step,train_loss,val_loss
0,881,1.3068019151687622,0.9079134464263916
1,1763,0.8605417609214783,0.6767914891242981
2,2645,0.6854394674301147,0.5521050691604614
3,3527,0.5624995231628418,0.47909170389175415
4,4409,0.48061156272888184,0.4392775297164917
5,5291,0.42115843296051025,0.37376511096954346
6,6173,0.37669292092323303,0.34462013840675354
7,7055,0.3423377275466919,0.34644755721092224
8,7937,0.313383549451828,0.28665289282798767
9,8819,0.2911651134490967,0.2832185626029968
10,9701,0.27263835072517395,0.28712424635887146
11,10583,0.2557140290737152,0.26762083172798157
12,11465,0.2421884685754776,0.23171097040176392
13,12347,0.2295982986688614,0.22808849811553955
14,13229,0.21909387409687042,0.21433253586292267
15,14111,0.21006055176258087,0.21880657970905304
