epoch,step,train_loss,val_loss
0,440,1.9439448118209839,1.3519216775894165
1,881,1.3519433736801147,1.1351780891418457
2,1322,1.1917343139648438,0.9907699227333069
3,1763,1.0882428884506226,0.8887855410575867
4,2204,1.0101745128631592,0.8346366882324219
5,2645,0.9490790963172913,0.7905513644218445
6,3086,0.9022142291069031,0.7474474906921387
7,3527,0.8652557134628296,0.7176371812820435
8,3968,0.8332094550132751,0.6939619779586792
9,4409,0.8071368932723999,0.6744545102119446
10,4850,0.7841322422027588,0.6553094387054443
11,5291,0.7633272409439087,0.6380327939987183
12,5732,0.7459149956703186,0.6303392648696899
13,6173,0.7304471731185913,0.6154215931892395
14,6614,0.7165164947509766,0.5980256795883179
15,7055,0.7034791707992554,0.5963180661201477
16,7496,0.6920162439346313,0.5839168429374695
17,7937,0.6814568638801575,0.5744098424911499
18,8378,0.6728363633155823,0.5620787143707275
19,8819,0.6631134748458862,0.5622367858886719
