epoch,step,train_loss,val_loss
0,440,1.9618654251098633,1.1052600145339966
1,881,1.124942660331726,0.791961669921875
2,1322,0.9163650274276733,0.6599215269088745
3,1763,0.8164893984794617,0.5857424139976501
4,2204,0.7527090311050415,0.5446319580078125
5,2645,0.7061665654182434,0.5084517598152161
6,3086,0.6729873418807983,0.4890578091144562
7,3527,0.6453049182891846,0.46190938353538513
8,3968,0.6246153116226196,0.4584200978279114
9,4409,0.605932354927063,0.44546374678611755
10,4850,0.5934990644454956,0.437640905380249
11,5291,0.5809183716773987,0.4292718470096588
12,5732,0.5709760189056396,0.4300696551799774
13,6173,0.5617111921310425,0.4196087419986725
14,6614,0.5540384650230408,0.415572851896286
