epoch,step,train_loss,val_loss
0,881,1.8489326238632202,1.3661495447158813
1,1763,1.3477116823196411,1.1355149745941162
2,2645,1.1902923583984375,1.046013355255127
3,3527,1.084700107574463,0.9263530969619751
4,4409,0.990292489528656,0.8386512994766235
5,5291,0.9068641066551208,0.780834436416626
6,6173,0.8451737761497498,0.7301024198532104
7,7055,0.7985008358955383,0.7075302600860596
8,7937,0.7583818435668945,0.6768926382064819
9,8819,0.7255373597145081,0.6671323180198669
10,9701,0.6983795166015625,0.6482346653938293
11,10583,0.6741774082183838,0.6350502371788025
12,11465,0.6542094349861145,0.6072019338607788
13,12347,0.6363738775253296,0.6111211180686951
14,13229,0.621539294719696,0.5846461653709412
15,14111,0.6071949601173401,0.5696234703063965
16,14993,0.5938246250152588,0.5754708647727966
17,15875,0.581728458404541,0.5541492104530334
18,16757,0.5729216933250427,0.548176646232605
19,17639,0.5614791512489319,0.5450419783592224
20,18521,0.5523070096969604,0.5341219902038574
