epoch,step,train_loss,val_loss
0,881,2.834467649459839,1.786486268043518
1,1763,1.7788898944854736,1.4495598077774048
2,2645,1.5538884401321411,1.2736073732376099
3,3527,1.4229391813278198,1.1662261486053467
4,4409,1.3381890058517456,1.1034072637557983
5,5291,1.2742257118225098,1.0484023094177246
6,6173,1.2280118465423584,1.005462884902954
7,7055,1.1892859935760498,0.968587338924408
8,7937,1.1569280624389648,0.9362902045249939
9,8819,1.129496455192566,0.9193387627601624
10,9701,1.1079249382019043,0.896675705909729
11,10583,1.0866422653198242,0.8809584379196167
12,11465,1.0694040060043335,0.867730438709259
13,12347,1.0535249710083008,0.8505679965019226
14,13229,1.0391229391098022,0.8389235138893127
15,14111,1.0246193408966064,0.8307393789291382
16,14993,1.0148941278457642,0.8201113343238831
17,15875,1.0025136470794678,0.8068886399269104
18,16757,0.9940944314002991,0.801174521446228
