epoch,step,train_loss,val_loss
0,440,2.7987723350524902,2.787339925765991
1,881,2.7689530849456787,2.8332812786102295
2,1322,2.7038519382476807,4.302125453948975
3,1763,2.6712427139282227,4.898906707763672
4,2204,2.524022102355957,4.51729679107666
5,2645,2.4816091060638428,4.742850303649902
6,3086,2.5099353790283203,4.599397659301758
7,3527,2.4381887912750244,4.203369617462158
8,3968,2.336552619934082,2.108267068862915
9,4409,1.9481275081634521,1.7495561838150024
10,4850,1.7743335962295532,1.6666884422302246
11,5291,1.6606072187423706,1.5165530443191528
12,5732,1.5613532066345215,1.449096918106079
13,6173,1.4654909372329712,1.3722833395004272
14,6614,1.3385616540908813,1.3311145305633545
15,7055,1.2276346683502197,1.2487095594406128
16,7496,1.1728737354278564,1.197882056236267
17,7937,1.1275089979171753,1.1657198667526245
18,8378,1.0902690887451172,1.140555739402771
19,8819,1.0584022998809814,1.112807035446167
20,9260,1.0267534255981445,1.127670407295227
21,9701,1.0027152299880981,1.1096127033233643
22,10142,0.9870679378509521,1.075850248336792
23,10583,0.9724624752998352,1.0550429821014404
24,11024,0.9577820897102356,1.0584564208984375
25,11465,0.946021318435669,1.0341161489486694
26,11906,0.9373126029968262,0.9965218901634216
27,12347,0.9290568232536316,0.9805932641029358
