epoch,step,train_loss,val_loss
0,881,1.5062777996063232,1.0697206258773804
1,1763,1.0448617935180664,0.860072672367096
2,2645,0.8820899128913879,0.7053533792495728
3,3527,0.7716090679168701,0.6306503415107727
4,4409,0.6905904412269592,0.5742673277854919
5,5291,0.6294107437133789,0.5530383586883545
6,6173,0.5804663896560669,0.5133628845214844
7,7055,0.5424120426177979,0.4735356569290161
8,7937,0.5094727277755737,0.4701431393623352
9,8819,0.4838967025279999,0.4324491024017334
10,9701,0.4611198604106903,0.4381435811519623
11,10583,0.44102364778518677,0.425150990486145
12,11465,0.4238489866256714,0.42717990279197693
13,12347,0.40777498483657837,0.41681230068206787
14,13229,0.3942824900150299,0.3982274532318115
15,14111,0.381910115480423,0.4047662317752838
16,14993,0.36994609236717224,0.3939247131347656
17,15875,0.36001497507095337,0.3795803189277649
18,16757,0.3509317934513092,0.3845966160297394
