epoch,step,train_loss,val_loss
0,881,2.687343120574951,3.2800192832946777
1,1763,2.5865225791931152,4.0388031005859375
2,2645,2.4687705039978027,2.40273380279541
3,3527,2.2764785289764404,2.08992600440979
4,4409,1.8313260078430176,1.6788820028305054
5,5291,1.524277925491333,1.5009615421295166
6,6173,1.4248666763305664,1.425894856452942
7,7055,1.3708618879318237,1.3982117176055908
8,7937,1.3356817960739136,1.420293927192688
9,8819,1.3075568675994873,1.400726079940796
10,9701,1.2937794923782349,1.369113802909851
11,10583,1.275646448135376,1.356330394744873
12,11465,1.2655588388442993,1.356519103050232
13,12347,1.2585115432739258,1.3666061162948608
