epoch,step,train_loss,val_loss
0,881,1.5297935009002686,1.1225695610046387
1,1763,1.0946053266525269,0.8832451701164246
2,2645,0.947772204875946,0.7468730807304382
3,3527,0.8498220443725586,0.6589033007621765
4,4409,0.7764867544174194,0.6113243699073792
5,5291,0.7212145328521729,0.5633705854415894
6,6173,0.6787229180335999,0.5229054093360901
7,7055,0.6456100940704346,0.5094262361526489
8,7937,0.6170206069946289,0.4897889494895935
9,8819,0.5947828888893127,0.4624054431915283
10,9701,0.5748212337493896,0.4603826105594635
11,10583,0.5565786361694336,0.43520793318748474
12,11465,0.5412160754203796,0.42337775230407715
13,12347,0.5270112752914429,0.4170127213001251
14,13229,0.5153934359550476,0.40444302558898926
15,14111,0.5044851899147034,0.3966580033302307
16,14993,0.493215411901474,0.39468109607696533
17,15875,0.48476752638816833,0.3833114504814148
