epoch,step,train_loss,val_loss
0,881,1.3135366439819336,0.8497378826141357
1,1763,0.8286343812942505,0.5754324197769165
2,2645,0.6416529417037964,0.44086432456970215
3,3527,0.5411984920501709,0.38963091373443604
4,4409,0.48171332478523254,0.3506298065185547
5,5291,0.44404518604278564,0.31667277216911316
6,6173,0.4170059859752655,0.306053102016449
7,7055,0.39801865816116333,0.28837576508522034
8,7937,0.38169410824775696,0.28170064091682434
9,8819,0.37009453773498535,0.26581844687461853
10,9701,0.3594496250152588,0.25923117995262146
11,10583,0.349724680185318,0.2551657259464264
