epoch,step,train_loss,val_loss
0,881,2.2557790279388428,1.5058717727661133
1,1763,1.4100806713104248,1.1257356405258179
2,2645,1.1543962955474854,0.9457744359970093
3,3527,1.0225636959075928,0.8484671115875244
4,4409,0.938514232635498,0.7953394651412964
5,5291,0.8772531747817993,0.7525307536125183
6,6173,0.8331051468849182,0.7167319059371948
7,7055,0.7969609498977661,0.6994102001190186
8,7937,0.7674347758293152,0.6755911111831665
9,8819,0.7431291341781616,0.6583250164985657
10,9701,0.7234656810760498,0.643135666847229
11,10583,0.7047514915466309,0.6287111639976501
12,11465,0.6900473833084106,0.6280502080917358
13,12347,0.6758723855018616,0.6218432188034058
14,13229,0.6644620895385742,0.6199476718902588
15,14111,0.6523613333702087,0.6030407547950745
16,14993,0.6435419917106628,0.5976715683937073
